WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53974,20031015,1.201,-96.61,39.1,22.9,1.8,12.4,13.1,0,17.17,R,-9999,-9999,12.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031016,1.201,-96.61,39.1,14.4,2.2,8.3,7.8,2,6.51,R,-9999,-9999,8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031017,1.201,-96.61,39.1,17.6,-0.8,8.4,8.8,0,14.76,R,-9999,-9999,10.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031018,1.201,-96.61,39.1,27.8,10.2,19,17,0,16.4,R,-9999,-9999,16.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031019,1.201,-96.61,39.1,31.6,6.9,19.3,18.9,0,16.12,R,-9999,-9999,18.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031020,1.201,-96.61,39.1,31.9,10.9,21.4,20.9,0,16.29,R,-9999,-9999,19.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031021,1.201,-96.61,39.1,28.2,5.5,16.9,16.6,0,14.34,R,-9999,-9999,15.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031022,1.201,-96.61,39.1,28.7,7.3,18,18.6,0,15.47,R,-9999,-9999,18.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031023,1.201,-96.61,39.1,24.6,10.5,17.6,17.1,0,15.46,R,-9999,-9999,16.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031024,1.201,-96.61,39.1,20.4,9.3,14.9,15.1,0,12.97,R,-9999,-9999,14.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031025,1.201,-96.61,39.1,15.4,3.3,9.4,9.9,0,8.9,R,-9999,-9999,9.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031026,1.201,-96.61,39.1,13.8,-3.8,5,6.1,0,15.65,R,-9999,-9999,7.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031027,1.201,-96.61,39.1,16.8,1.6,9.2,10.6,0,12.27,R,-9999,-9999,12,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031028,1.201,-96.61,39.1,15.6,4.9,10.3,11.5,0.2,14.45,R,-9999,-9999,11.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031029,1.201,-96.61,39.1,23.7,5.3,14.5,15.7,0,14.26,R,-9999,-9999,14.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031030,1.201,-96.61,39.1,19.1,6.2,12.7,12.2,0,9.93,R,-9999,-9999,12.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031031,1.201,-96.61,39.1,8.7,2,5.4,6,0,4.96,R,-9999,-9999,7.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031101,1.201,-96.61,39.1,8.4,1.8,5.1,5.4,0,2.17,R,-9999,-9999,6.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031102,1.201,-96.61,39.1,6.5,4.7,5.6,5.3,4.6,1.39,R,-9999,-9999,6.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031103,1.201,-96.61,39.1,8.8,4.8,6.8,6.6,1.1,1.38,R,-9999,-9999,7.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031104,1.201,-96.61,39.1,6.1,0.3,3.2,3.4,5,2.94,R,-9999,-9999,4.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031105,1.201,-96.61,39.1,0.7,-0.5,0.1,0,0,2.43,R,-9999,-9999,1.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031106,1.201,-96.61,39.1,6.1,-4.6,0.8,0,0,12.23,R,-9999,-9999,2.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031107,1.201,-96.61,39.1,10.6,-6.6,2,1.5,0.2,12.57,R,-9999,-9999,3.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031108,1.201,-96.61,39.1,4.1,0,2.1,2.2,0,3.9,R,-9999,-9999,3.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031109,1.201,-96.61,39.1,11.6,1.7,6.7,6.4,0,9.18,R,-9999,-9999,8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031110,1.201,-96.61,39.1,13.2,7.2,10.2,10,0.6,2.51,R,-9999,-9999,9.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031111,1.201,-96.61,39.1,19.6,8,13.8,12.9,0,9.6,R,-9999,-9999,12.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031112,1.201,-96.61,39.1,12.6,-1.6,5.5,7.2,0,12.52,R,-9999,-9999,6.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031113,1.201,-96.61,39.1,10.8,-2.7,4.1,4.8,0,6.22,R,-9999,-9999,4.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031114,1.201,-96.61,39.1,11.4,5.5,8.5,8.1,0.2,7.75,R,-9999,-9999,8.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031115,1.201,-96.61,39.1,16.1,1.9,9,9.5,0,11.41,R,-9999,-9999,10.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031116,1.201,-96.61,39.1,21.8,0,10.9,9.9,0.3,12.04,R,-9999,-9999,9.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031117,1.201,-96.61,39.1,21.2,10.9,16.1,15.7,4.2,4.51,R,-9999,-9999,14.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031118,1.201,-96.61,39.1,15.4,1,8.2,10.8,0.3,10.33,R,-9999,-9999,9.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031119,1.201,-96.61,39.1,20.4,1,10.7,10.8,0,11.67,R,-9999,-9999,8.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031120,1.201,-96.61,39.1,21.1,6.6,13.9,13.4,0,10.28,R,-9999,-9999,10.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031121,1.201,-96.61,39.1,9.4,0.7,5.1,4.9,0,9.47,R,-9999,-9999,5.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031122,1.201,-96.61,39.1,7.1,-0.1,3.5,3,4.3,4.52,R,-9999,-9999,4.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031123,1.201,-96.61,39.1,0.7,-7.2,-3.2,-3.3,1.6,4.82,R,-9999,-9999,-2.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031124,1.201,-96.61,39.1,4.2,-9.6,-2.7,-2.8,0,11.53,R,-9999,-9999,-2.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031125,1.201,-96.61,39.1,6.5,-3.5,1.5,2.5,0,5.05,R,-9999,-9999,1.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031126,1.201,-96.61,39.1,9.5,-5.3,2.1,1.6,0,9.77,R,-9999,-9999,1.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031127,1.201,-96.61,39.1,9.1,-3.9,2.6,1.3,0,8.56,R,-9999,-9999,-0.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031128,1.201,-96.61,39.1,4.7,-6.1,-0.7,-1.6,0,11.48,R,-9999,-9999,-2.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031129,1.201,-96.61,39.1,16.4,-5.6,5.4,6.8,0,10.26,R,-9999,-9999,4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031130,1.201,-96.61,39.1,18.9,5.6,12.3,11.1,0,10.05,R,-9999,-9999,9.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031201,1.201,-96.61,39.1,9.5,0.9,5.2,4.7,0.2,7.14,R,-9999,-9999,4.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031202,1.201,-96.61,39.1,8.9,-0.3,4.3,4.4,7.7,2.01,R,-9999,-9999,3.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031203,1.201,-96.61,39.1,2.4,0.5,1.5,1.5,0.8,0.86,R,-9999,-9999,2.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031204,1.201,-96.61,39.1,3.6,-0.7,1.5,1.4,0,1.6,R,-9999,-9999,1.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031205,1.201,-96.61,39.1,1,-1.4,-0.2,-0.4,0,2.85,R,-9999,-9999,-0.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031206,1.201,-96.61,39.1,4.4,-4.3,0.1,-0.3,0,5.65,R,-9999,-9999,0.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031207,1.201,-96.61,39.1,10.9,1.4,6.2,5.1,0,8.35,R,-9999,-9999,3.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031208,1.201,-96.61,39.1,10.3,-3.1,3.6,4.2,0,6.39,R,-9999,-9999,3.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031209,1.201,-96.61,39.1,1.9,-5.2,-1.6,-1.2,10.8,0.33,R,-9999,-9999,-0.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031210,1.201,-96.61,39.1,-1.9,-8.7,-5.3,-5.9,0,10.65,R,-9999,-9999,-6.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031211,1.201,-96.61,39.1,-1.8,-9.8,-5.8,-6.3,0,9.24,R,-9999,-9999,-5.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031212,1.201,-96.61,39.1,-2.4,-11.3,-6.8,-6.1,0,5.07,R,-9999,-9999,-4.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031213,1.201,-96.61,39.1,-0.8,-4.5,-2.6,-3,5.1,3.87,R,-9999,-9999,-2.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031214,1.201,-96.61,39.1,2.2,-6.4,-2.1,-2,0,8.5,R,-9999,-9999,-3.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031215,1.201,-96.61,39.1,7.8,-1.6,3.1,2.7,0,7.54,R,-9999,-9999,0.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031216,1.201,-96.61,39.1,2.8,-2.4,0.2,-0.3,0,9.86,R,-9999,-9999,-0.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031217,1.201,-96.61,39.1,7.2,-5,1.1,1.5,0,8.51,R,-9999,-9999,-0.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031218,1.201,-96.61,39.1,9,0.1,4.6,4.5,0,10.09,R,-9999,-9999,2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031219,1.201,-96.61,39.1,6.9,-5.6,0.7,0.6,0,10.16,R,-9999,-9999,-0.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031220,1.201,-96.61,39.1,13.4,-6,3.7,4.7,0,9.92,R,-9999,-9999,2.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031221,1.201,-96.61,39.1,12.5,3,7.8,7.4,0,7.03,R,-9999,-9999,5.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031222,1.201,-96.61,39.1,7.4,0.1,3.8,4.6,0,2.91,R,-9999,-9999,2.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031223,1.201,-96.61,39.1,4.8,-5.7,-0.4,-0.6,0,10.13,R,-9999,-9999,-2.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031224,1.201,-96.61,39.1,5.8,-11.1,-2.6,-2.3,0,9.82,R,-9999,-9999,-2.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031225,1.201,-96.61,39.1,11.3,-1.3,5,5,0,8.47,R,-9999,-9999,2.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031226,1.201,-96.61,39.1,11.7,3.5,7.6,7.5,0,3.3,R,-9999,-9999,5.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031227,1.201,-96.61,39.1,17.1,2.2,9.7,11.3,0,9.17,R,-9999,-9999,8.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031228,1.201,-96.61,39.1,8.5,-3.3,2.6,2.1,0,10.01,R,-9999,-9999,0,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031229,1.201,-96.61,39.1,6.6,-3.3,1.7,0.8,0,10.29,R,-9999,-9999,-0.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031230,1.201,-96.61,39.1,13.3,-0.1,6.6,6.8,0,9.43,R,-9999,-9999,4.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20031231,1.201,-96.61,39.1,7.3,-2,2.7,3,0,8.73,R,-9999,-9999,1.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040101,1.201,-96.61,39.1,14,-1.5,6.3,8.3,0,6.72,R,-9999,-9999,6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040102,1.201,-96.61,39.1,14.7,-1,6.9,9.7,0,6.13,R,-9999,-9999,7.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040103,1.201,-96.61,39.1,8.3,-4.2,2.1,-0.5,0,1.43,R,-9999,-9999,0,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040104,1.201,-96.61,39.1,-4.2,-9.5,-6.8,-7,0.7,1.61,R,-9999,-9999,-6.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040105,1.201,-96.61,39.1,-9.5,-18.4,-13.9,-13.7,0,9.91,R,-9999,-9999,-11.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040106,1.201,-96.61,39.1,-3.9,-18.8,-11.3,-11.5,0,9.99,R,-9999,-9999,-10.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040107,1.201,-96.61,39.1,1,-8.8,-3.9,-3.4,0,2.85,R,-9999,-9999,-4.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040108,1.201,-96.61,39.1,9.1,-7.6,0.8,-0.4,0,9.21,R,-9999,-9999,0.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040109,1.201,-96.61,39.1,-0.6,-9.8,-5.2,-4.2,0,4.95,R,-9999,-9999,-3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040110,1.201,-96.61,39.1,10.5,-10.5,0,0.3,0,10.35,R,-9999,-9999,-0.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040111,1.201,-96.61,39.1,15.1,-2.5,6.3,6.1,0,10.42,R,-9999,-9999,4.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040112,1.201,-96.61,39.1,11.4,-6.3,2.6,1.1,0,8.85,R,-9999,-9999,0,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040113,1.201,-96.61,39.1,10,-7.7,1.2,1,0,10.87,R,-9999,-9999,0.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040114,1.201,-96.61,39.1,15.4,-2.7,6.4,6,0,10.99,R,-9999,-9999,4.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040115,1.201,-96.61,39.1,12.6,-7.6,2.5,2.5,0,9.69,R,-9999,-9999,1.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040116,1.201,-96.61,39.1,10.5,6.9,8.7,8.4,0.6,3.7,R,-9999,-9999,8.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040117,1.201,-96.61,39.1,7.3,-1,3.2,2.7,3,0.9,R,-9999,-9999,2.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040118,1.201,-96.61,39.1,-0.2,-11.4,-5.8,-5,0,11.55,R,-9999,-9999,-4.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040119,1.201,-96.61,39.1,-2.5,-15.1,-8.8,-8.9,0,11.85,R,-9999,-9999,-5.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040120,1.201,-96.61,39.1,2.4,-5.9,-1.7,-2.1,0,4.43,R,-9999,-9999,-0.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040121,1.201,-96.61,39.1,11.9,-5.1,3.4,2.2,0,11.74,R,-9999,-9999,0.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040122,1.201,-96.61,39.1,2.3,-6.3,-2,-2.8,0,8.71,R,-9999,-9999,-1.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040123,1.201,-96.61,39.1,15.3,-1.1,7.1,5.8,0,12.02,R,-9999,-9999,3.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040124,1.201,-96.61,39.1,4.1,-1.8,1.2,1,0,9,R,-9999,-9999,0.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040125,1.201,-96.61,39.1,-0.3,-2.5,-1.4,-1.2,13.5,1.19,R,-9999,-9999,-0.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040126,1.201,-96.61,39.1,-2.5,-13.5,-8,-8.2,2.6,7.09,R,-9999,-9999,-7.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040127,1.201,-96.61,39.1,-8.5,-18.6,-13.5,-13.2,0,19.03,R,-9999,-9999,-13.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040128,1.201,-96.61,39.1,-6.5,-16.1,-11.3,-12.8,0,13.63,R,-9999,-9999,-12,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040129,1.201,-96.61,39.1,-12,-17,-14.5,-14.8,0,10.41,R,-9999,-9999,-12.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040130,1.201,-96.61,39.1,-10.8,-18.2,-14.5,-14.3,0,13.65,R,-9999,-9999,-12.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040131,1.201,-96.61,39.1,-4.3,-13.3,-8.8,-8.6,0.3,4.23,R,-9999,-9999,-7.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040201,1.201,-96.61,39.1,-2.6,-6.7,-4.6,-4.3,13.3,1.79,R,-9999,-9999,-3.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040202,1.201,-96.61,39.1,-6.8,-13.7,-10.2,-9.1,6.3,17.08,R,-9999,-9999,-10.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040203,1.201,-96.61,39.1,-5.4,-21.1,-13.2,-11.5,0,16.8,R,-9999,-9999,-14.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20040204,1.201,-96.61,39.1,-1.6,-6.5,-4,-3.3,2.4,5.93,R,-9999,-9999,-4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
