Date,DOY,TMAX,TMIN,RAIN,HMAX,HMIN,ATOT,W2AVG,ETgrass
2/28/05 0:00,59,14.92777778,-0.705555556,0,96.8,36.41,18.02,2.270957556,2.587837491
3/1/05 0:00,60,9.927777778,-1.477777778,0,73.77,27.29,11.75,1.993793444,2.115184577
3/2/05 0:00,61,15.65,-0.45,0,98,50.66,17.36,1.788155556,2.253446221
3/3/05 0:00,62,12.71111111,1.916666667,0,100,73.09,6.31,2.020615778,1.169779618
3/4/05 0:00,63,20.27222222,6.622222222,0,98.4,41.86,19.12,2.118964333,3.093855633
3/5/05 0:00,64,20,3.205555556,0,99.2,44.68,11.23,1.032659833,2.032915242
3/6/05 0:00,65,19.01111111,10.32777778,0,94.2,63.49,10.62,3.768537833,2.360687059
3/7/05 0:00,66,18.87777778,4.277777778,0,98.2,21.13,15.24,4.841431167,4.281512152
3/8/05 0:00,67,17.75,-2.577777778,0,95.7,29.46,18.89,2.007204611,3.027691981
3/9/05 0:00,68,16.52222222,3.661111111,0,83.1,27.55,NaN,3.357262056,3.476750273
3/10/05 0:00,69,19.25,2.6,0,79.7,23.65,20.32,3.790889778,4.370534511
3/11/05 0:00,70,21.62222222,1.016666667,0,65.35,14.92,20.84,3.308087778,4.967091711
3/12/05 0:00,71,29.83888889,8.038888889,0,67.82,12.77,21.27,4.448036944,7.513985508
3/13/05 0:00,72,14.91111111,1.833333333,0,67.86,30.56,21.05,6.522297389,4.334082825
3/14/05 0:00,73,14.05,-0.038888889,0,80.2,34.99,12.22,1.278531222,2.099227671
3/15/05 0:00,74,8.188888889,3.533333333,0.762,93.5,48.37,3.81,3.281265444,1.531755623
3/16/05 0:00,75,10.67222222,-0.944444444,0.508,94.6,50.98,10.85,2.391658056,1.808716793
3/17/05 0:00,76,15.68888889,-0.905555556,0,95.4,28.78,21.73,4.743082611,3.852276752
3/18/05 0:00,77,19.22222222,4.922222222,0,74.46,30.52,19.99,4.1440505,4.425335793
3/19/05 0:00,78,17.32777778,1.972222222,0,79.06,24.51,18.69,2.749289167,3.663182631
3/20/05 0:00,79,23.02777778,6.355555556,7.62,93.5,32.53,18.97,4.032290778,4.635096752
3/21/05 0:00,80,22.55,9.3,0,92.6,24.21,20.31,5.252706944,5.410789392
3/22/05 0:00,81,9.411111111,5.294444444,0,90.7,66.29,5.25,5.668453111,1.572148967
3/23/05 0:00,82,14.16111111,3.283333333,0,86.4,49.11,14.02,3.133742611,2.579266675
3/24/05 0:00,83,25.32222222,7.938888889,0,83.2,18.53,15.85,5.377877833,6.304240845
3/25/05 0:00,84,14.13888889,4.594444444,0,91.4,53.77,16.49,4.559796667,2.751077531
3/26/05 0:00,85,7.222222222,4.2,5.842,93.4,73.11,3.88,4.760964167,1.129958712
3/27/05 0:00,86,14.65,1.761111111,0,86.6,36.21,19.11,4.211106333,3.442882214
3/28/05 0:00,87,24.97222222,1.583333333,0,85.6,23.79,23.15,4.193224778,5.892840691
3/29/05 0:00,88,23.22222222,12.95,0,84.9,46,16.45,6.6385275,4.857324171
3/30/05 0:00,89,22.86111111,9.438888889,0,82.5,24.1,22.09,3.670189278,5.22779431
3/31/05 0:00,90,21.33888889,5.461111111,0,79.31,22.83,16.79,4.237928667,4.961605068
4/1/05 0:00,91,16.7,2.605555556,1.524,90.1,23.58,23.8,4.738612222,4.495879242
4/2/05 0:00,92,24.37777778,1.422222222,0,71.43,14.38,24.96,3.477962556,6.039738368
4/3/05 0:00,93,25.56111111,7.711111111,0,63.12,18.95,21.96,5.132006444,6.987609372
4/4/05 0:00,94,25.22222222,13.4,0,78.88,44.29,21.24,7.2017965,5.967076539
4/5/05 0:00,95,25.42222222,13.52222222,0,85.4,14.32,22.37,7.219678056,7.679031856
4/6/05 0:00,96,14.65,11.37222222,1.524,92.9,63.5,5.64,5.395759389,2.041477769
4/7/05 0:00,97,21.98888889,6.116666667,0,86.3,35.89,24.45,4.461448111,5.068967712
4/8/05 0:00,98,24.23888889,2.961111111,0,96.2,30.03,21.91,2.802933833,4.741962456
4/9/05 0:00,99,27.57777778,14.53888889,0,77.4,30.16,23.66,7.215207667,7.6295203
4/10/05 0:00,100,27.1,16.61111111,0,92.4,32.51,13.48,5.485167167,5.573615603
4/11/05 0:00,101,18.3,7.594444444,0,94.2,32.87,24.37,4.600030167,4.524162742
4/12/05 0:00,102,24.03888889,5.466666667,0,72.61,13.32,25.57,3.527136833,6.177088765
4/13/05 0:00,103,21.33888889,1.711111111,0,97.2,37.6,25.22,3.111390667,4.445015495
4/14/05 0:00,104,23.78888889,3.005555556,0,99,31.62,25.06,1.300883167,4.124283736
4/15/05 0:00,105,23.73888889,9.161111111,0,80.4,34.65,23.17,2.816345,4.900308024
4/16/05 0:00,106,25.86111111,9.877777778,0,79.7,32.76,22.06,2.668822167,5.099644931
4/17/05 0:00,107,26.72777778,13.17222222,0,74.18,26.1,23.55,4.541915111,6.703304576
4/18/05 0:00,108,23.32777778,15.8,NaN,90,60.35,10.34,5.793624,3.496105349
4/19/05 0:00,109,24.77777778,16.67777778,NaN,90,61.9,13.46,6.419478444,3.959411619
4/20/05 0:00,110,27.97777778,17.43888889,NaN,94.2,49.14,17.49,5.377877833,5.156280795
4/21/05 0:00,111,28.86111111,9.822222222,NaN,93.2,33.42,NaN,3.066686778,5.976957324
4/22/05 0:00,112,21.6,7.666666667,NaN,91,28.25,24.85,4.349688389,5.345082816
4/23/05 0:00,113,17.4,2.572222222,NaN,77.21,19.96,27.24,4.076994667,5.054779693
4/24/05 0:00,114,19.38888889,-0.316666667,NaN,95.8,21.55,20.97,1.814977889,3.810301973
4/25/05 0:00,115,22.75,6.011111111,NaN,97.5,37.41,23.21,4.166402444,4.929874509
4/26/05 0:00,116,23.76111111,3.561111111,NaN,94,17.1,27.19,3.303617389,5.877256693
4/27/05 0:00,117,26.12222222,5.633333333,NaN,83.2,27.99,25.76,3.638896556,6.108263319
4/28/05 0:00,118,24.36111111,12.2,NaN,83,35.59,25.81,4.689437944,5.970537759
4/29/05 0:00,119,13,6.905555556,NaN,87.4,63.02,NaN,5.364466667,2.593979467
4/30/05 0:00,120,18.66111111,3.305555556,0,86.4,21.8,27.56,2.673292556,4.726522086
5/1/05 0:00,121,17.76111111,2.2,0,85,28.19,11.25,2.279898333,3.125057871
5/2/05 0:00,122,11.17222222,6.205555556,7.874,95.3,70.59,6.99,2.463184278,1.454699947
5/3/05 0:00,123,12.11111111,6.738888889,1.016,96.7,60.03,5.42,0.612443278,1.234066719
5/4/05 0:00,124,12.52222222,7.733333333,1.016,96.2,76.65,6.62,1.707688556,1.345046768
5/5/05 0:00,125,20,11.48888889,0,97.3,70.2,11.05,2.834226556,2.34087912
5/6/05 0:00,126,27.1,13.82222222,0,87.1,40.33,24.66,4.743082611,6.15651383
5/7/05 0:00,127,22.85,17.05,0,91.4,63.28,9.53,5.315292389,3.168468276
5/8/05 0:00,128,28.87222222,15.08888889,3.81,89.5,39.17,18.2,4.398862667,5.750336405
5/9/05 0:00,129,27.33888889,13.85,0,91.3,48.17,24.2,3.308087778,5.3299575
5/10/05 0:00,130,31.85,18.81111111,0,95.7,43.65,24.06,5.301881222,6.861230083
5/11/05 0:00,131,29.37222222,20.22777778,0,87.9,40.44,23.88,5.9143245,6.966003443
5/12/05 0:00,132,24.48888889,20.06111111,0,83.9,67.16,9.99,4.658145222,3.37247616
5/13/05 0:00,133,26.82777778,14.3,27.178,96.8,60.43,18.1,4.4659185,4.2849507
5/14/05 0:00,134,25.32777778,13.12222222,5.334,95.9,28.13,28.58,3.039864444,5.9709362
5/15/05 0:00,135,21.37222222,10.77777778,0,90.3,31.47,18.5,2.123434722,4.043337533
5/16/05 0:00,136,25.18888889,12.52777778,0,76.29,36.88,21.32,2.928104722,5.192747774
5/17/05 0:00,137,27.82777778,15.48888889,0,82.3,43.04,26.66,5.8338575,6.833091976
5/18/05 0:00,138,28.26111111,19.72222222,0,83,55.82,22.52,6.370304167,6.030232018
5/19/05 0:00,139,31.43888889,20.12777778,0,88,50.46,23.14,3.428788278,5.95803611
5/20/05 0:00,140,35.52222222,19.6,0,93.5,23.47,28.27,1.506521056,6.671191844
5/21/05 0:00,141,35.78888889,18.43888889,0,88.8,23.47,28,2.507888167,7.606428079
5/22/05 0:00,142,35.98888889,20.72777778,0,85,29.14,27.46,3.469021778,8.20860465
5/23/05 0:00,143,32.08888889,20.01111111,3.81,81.5,33.47,20.28,3.549488778,6.576168611
5/24/05 0:00,144,34.93888889,20.11111111,0,90.2,29.83,25.48,2.950456667,7.291930642
5/25/05 0:00,145,27.63888889,17.98888889,1.016,94,62.48,14.64,2.655411,3.665010627
5/26/05 0:00,146,24.05,13.9,2.032,96.1,54.16,17.82,2.780581889,3.898608237
5/27/05 0:00,147,19.98888889,11.82777778,0.508,94.7,55.7,8.13,0.938781667,1.98763458
5/28/05 0:00,148,24.97777778,11.3,0.254,97.6,60.56,13.23,1.493109889,2.918091657
5/29/05 0:00,149,25.23888889,17.63888889,5.08,96.3,64.4,13.01,1.899915278,3.03175561
5/30/05 0:00,150,25.92222222,18.12222222,0,97.1,59.65,14.17,2.221783278,3.405525471
5/31/05 0:00,151,26.96111111,16.46111111,5.588,96.1,59.75,10.69,1.734510889,2.875414338
6/1/05 0:00,152,28.95,16.47222222,0,97.4,40.09,26.54,1.837329833,5.565356235
6/2/05 0:00,153,31.75,18.12222222,0,95.2,46.99,26.8,3.755126667,6.563528819
6/3/05 0:00,154,30.15,21.53888889,0,89.4,36.14,20.67,5.503048722,6.895036825
6/4/05 0:00,155,33.32222222,17.26111111,48.768,94.1,50.15,20.23,5.637160389,6.507765181
6/5/05 0:00,156,29.52222222,18.02777778,0,93.4,52.26,10.13,2.829756167,3.666136474
6/6/05 0:00,157,31.05,17.4,0,88.9,45.14,24.99,3.625485389,6.372829805
6/7/05 0:00,158,31.6,18.66111111,0,85.2,55.87,26.23,3.925001444,6.349592826
6/8/05 0:00,159,32.53888889,23.88888889,0,86.8,53.14,23.34,5.355525889,6.782008129
6/9/05 0:00,160,31.43888889,23.36111111,0,88.1,53.43,21.89,4.658145222,6.162455657
6/10/05 0:00,161,30.27777778,17.95,4.572,93.4,52.8,16.9,4.291573333,5.080330658
6/11/05 0:00,162,30.71111111,18.01111111,0,83.7,50.49,22.33,3.1784465,5.728778956
6/12/05 0:00,163,31.97222222,18.5,0,93.7,38.42,22.96,4.264751,6.772771266
6/13/05 0:00,164,33.12777778,18.98888889,0,90.7,49.85,20.71,3.446669833,5.867688217
6/14/05 0:00,165,30.07222222,15.6,0.508,91.6,34.25,23.99,1.859681778,5.537502356
6/15/05 0:00,166,31.11111111,16.47222222,16.51,93.7,49.19,18.48,2.092142,4.691183548
6/16/05 0:00,167,34.03888889,17.52777778,16.764,93.9,29.1,NaN,3.393025167,7.621545183
6/17/05 0:00,168,29.15,17.63888889,4.826,94,55.36,24.87,2.825285778,5.40737236
6/18/05 0:00,169,29.76111111,19.95,0,91.8,61.55,27.36,3.294676611,5.816632198
6/19/05 0:00,170,31,20.37777778,0,88.1,54.14,27.63,3.352791667,6.373747579
6/20/05 0:00,171,31.27222222,19.62777778,0,84.5,42.3,28.24,2.1323755,6.40185236
6/21/05 0:00,172,31.47222222,14.97777778,0,94.2,33.35,28.57,1.144419556,5.8005324
6/22/05 0:00,173,32.42222222,18.25,0,83.3,32.56,28.1,2.172609,6.732093553
6/23/05 0:00,174,33.72777778,20.73888889,0,76.96,32.74,26.9,3.325969333,7.678378013
6/24/05 0:00,175,33.67222222,21.08888889,0,73.37,31,26.03,3.182916889,7.595636501
6/25/05 0:00,176,33.36111111,19.62777778,0,83.2,37.92,26.03,2.387187667,6.626098327
6/26/05 0:00,177,34,20.33888889,0,84.2,32.93,26.57,2.606236722,7.073709794
6/27/05 0:00,178,34.52777778,21.86111111,0,70.45,30.62,27.62,3.285735833,8.09167351
6/28/05 0:00,179,35.23888889,21.85,0,69.38,28.06,28.06,3.486903333,8.534333082
6/29/05 0:00,180,35.48888889,20.77777778,0,75.48,27.5,28.34,3.549488778,8.55546611
6/30/05 0:00,181,36.2,22.75,0,71.16,28.15,27.89,3.352791667,8.562167185
7/1/05 0:00,182,30,21.72222222,0.508,92.1,50.86,18.44,3.308087778,5.080882672
7/2/05 0:00,183,31.96111111,20.05,31.496,95.8,44.42,23.25,1.868622556,5.493969813
7/3/05 0:00,184,36.91111111,21.57777778,0,83.9,29.83,27.96,3.996527667,8.856592133
7/4/05 0:00,185,30.15,18.27222222,7.874,93.7,52.21,20.92,4.014409222,5.483116962
7/5/05 0:00,186,28.85,18.77777778,27.686,95.3,58.24,20.07,2.154727444,4.497721073
7/6/05 0:00,187,30.58888889,18.8,0,96.1,48.25,25.64,1.564636111,5.454682412
7/7/05 0:00,188,29.42222222,18.87222222,0,92.3,52.42,18.93,1.761333222,4.428841709
7/8/05 0:00,189,31.78888889,17.71111111,0,95.4,43.19,28.04,1.846270611,6.095363564
7/9/05 0:00,190,32.42222222,20.3,0,82.7,37.3,27.24,1.904385667,6.39103004
7/10/05 0:00,191,32.67777778,17.12222222,0,95,43.82,26.56,1.475228333,5.770706908
7/11/05 0:00,192,33.57777778,20.06111111,0,92.3,37.73,25.76,0.920900111,5.558922372
7/12/05 0:00,193,34.57777778,20.52777778,0,93,31.84,27.13,1.265120056,6.167595271
7/13/05 0:00,194,33.7,20.92222222,0,91.7,40.69,25.7,0.965604,5.605164838
7/14/05 0:00,195,32.72777778,19.8,0,91.8,45.33,19.51,1.2472385,4.667360243
7/15/05 0:00,196,33.13888889,19.85,0,94.6,40.88,24.42,1.801566722,5.810712714
7/16/05 0:00,197,32.83888889,18.17222222,0,94.9,44.51,25.75,1.712158944,5.802450557
7/17/05 0:00,198,34.05,21.65,0,90.3,37.81,26.97,4.130639333,7.69144963
7/18/05 0:00,199,32.91111111,22.57222222,0,88.4,53.52,18.65,3.849004833,5.625454905
7/19/05 0:00,200,35,22.92222222,0,88.4,38.85,NaN,3.9026495,7.169502381
7/20/05 0:00,201,35.82777778,23.02222222,0,81.8,31.41,27.51,3.992057278,8.521615697
7/21/05 0:00,202,36.55,22.22222222,0,82.6,30.58,27.3,3.0175125,7.94788158
7/22/05 0:00,203,37.52777778,22.22222222,0,84.7,28.35,27.32,2.136845889,7.405887053
7/23/05 0:00,204,37.66111111,23.56111111,0,81,30.14,26.79,2.686703722,7.845906195
7/24/05 0:00,205,36.62777778,22.23888889,2.54,83.6,32.68,21.8,3.267854278,7.298394395
7/25/05 0:00,206,35.81111111,23.97222222,0,78.71,22.75,23.5,4.7073195,9.008571296
7/26/05 0:00,207,32.65,20.18888889,0,85.4,45.18,18,4.850371944,6.361459462
7/27/05 0:00,208,27.26111111,17.71111111,8.89,93.7,34.61,22.27,3.603133444,5.733860245
7/28/05 0:00,209,30.23888889,11.75,0,93,27.82,28.86,1.068422944,5.496397384
7/29/05 0:00,210,32.77777778,13.02777778,0,91.5,25.8,28.25,1.215945778,5.86142479
7/30/05 0:00,211,34.07222222,16.37777778,0,86.9,28.38,26.82,1.622751167,6.255636152
7/31/05 0:00,212,34.22777778,17.76111111,0,88.1,27.68,26.92,1.622751167,6.314844821
8/1/05 0:00,213,35.33888889,16.62222222,0,89.2,25.19,26.6,1.895444889,6.676287844
8/2/05 0:00,214,36.12222222,21.72222222,0,78.41,28.06,26.04,2.154727444,7.050949854
8/3/05 0:00,215,36.26111111,21.43888889,0,78.63,27.83,26.06,2.4542435,7.334794644
8/4/05 0:00,216,35.81111111,20.81111111,0,84.2,31.25,21.39,1.899915278,5.994235997
8/5/05 0:00,217,32.12222222,21.31111111,0,90.4,42.07,23.33,2.749289167,6.013519222
8/6/05 0:00,218,32.72222222,17.88888889,0.254,94.4,38.64,16.72,1.063952556,4.102326066
8/7/05 0:00,219,35.93888889,19.77222222,7.874,91.6,30.82,19.51,1.877563333,5.647376994
8/8/05 0:00,220,33.42777778,19.4,9.144,93.1,40.98,15.11,1.412642889,4.16781122
8/9/05 0:00,221,33.03888889,19.66111111,0,95,43.97,23.61,2.078730833,5.664290359
8/10/05 0:00,222,32.27777778,18.75,0,94,45.37,23.49,1.904385667,5.425497216
8/11/05 0:00,223,33.86111111,20.37222222,0,91.9,38.91,21.09,3.1784465,6.230424406
8/12/05 0:00,224,35.57222222,23.02222222,0,76.98,25.86,23.06,3.799830556,8.022771084
8/13/05 0:00,225,32.27222222,20.55,21.59,93.6,52.86,12.24,2.785052278,4.093783736
8/14/05 0:00,226,25.27777778,20.58888889,4.064,94.6,80.9,6.28,1.850741,1.7720631
8/15/05 0:00,227,27.27777778,19.88888889,7.112,95.4,68.69,8.55,1.014778278,2.194851413
8/16/05 0:00,228,25.31111111,20.57777778,6.096,95.1,86.5,6.91,1.144419556,1.685165948
8/17/05 0:00,229,33.83888889,22.03888889,0,95.3,45.53,24.03,3.156094556,6.28610511
8/18/05 0:00,230,34.32777778,23.17777778,0,84.8,41.56,25.23,3.871356778,7.236629779
8/19/05 0:00,231,34.32222222,23.72222222,0,84,45.79,24.44,4.099346611,7.081751968
8/20/05 0:00,232,34.32222222,21.06111111,8.128,93.5,45.12,24.59,3.683600444,6.67700492
8/21/05 0:00,233,32.7,19.41111111,11.43,93.8,50.64,19.89,1.497580278,4.612554992
8/22/05 0:00,234,33.86111111,21.16111111,0,90.9,43.89,22.53,1.479698722,5.254324231
8/23/05 0:00,235,33.11111111,20.21111111,1.27,92.1,50.01,19.25,1.962500722,4.826305544
8/24/05 0:00,236,35.02777778,23.62222222,0,88.7,41.42,24.17,3.089038722,6.695393689
8/25/05 0:00,237,34.67777778,22.56111111,0,85.1,42.89,23.55,2.932575111,6.453481112
8/26/05 0:00,238,36.11111111,23.17222222,0,82.1,37.57,24.03,2.320131833,6.514351691
8/27/05 0:00,239,26.42222222,20.61111111,16.51,91.8,69.24,3.38,1.703218167,1.65479105
8/28/05 0:00,240,32.57222222,19.77777778,5.842,92.5,51.83,20.57,1.443935611,4.627135897
8/29/05 0:00,241,30.87777778,18.35,0,90.9,45.98,23.3,2.118964333,5.225094808
8/30/05 0:00,242,32.6,16.57222222,0,94.8,36.29,22.56,0.594561722,4.35106474
8/31/05 0:00,243,33.82222222,17.27222222,0,87.4,32.38,23.96,1.014778278,5.023542529
9/1/05 0:00,244,33.6,15.47222222,0,92.8,24.31,23.99,0.992426333,4.9562945
9/2/05 0:00,245,34.05,21.63888889,0,75.01,29.29,21.39,1.60934,5.44443928
9/3/05 0:00,246,32.17222222,18.05,0,87.1,29.35,23.37,1.555695333,5.282011654
9/4/05 0:00,247,31.92222222,21.17777778,0,82,41.77,21.94,2.507888167,5.608280384
9/5/05 0:00,248,32.82222222,18.16111111,0,65.64,20.76,23.57,1.859681778,5.897714016
9/6/05 0:00,249,33.43888889,16.97777778,0,72.84,25.58,NaN,1.636162333,5.397378136
9/7/05 0:00,250,33.63888889,18.55,0,80.1,32.56,21.19,1.613810389,5.183666267
9/8/05 0:00,251,32.78888889,18.47222222,0,74.41,28.47,21.73,1.586988056,5.216613778
9/9/05 0:00,252,33.15,16.97222222,0,71.2,26.78,21.9,2.154727444,5.838891229
9/10/05 0:00,253,33.72777778,19.67222222,0,66.12,28.58,20.92,2.852108111,6.48488414
9/11/05 0:00,254,26.32222222,22.52222222,0.762,91.1,65.83,5.89,2.820815389,2.384585134
9/12/05 0:00,255,31.46111111,21.18888889,0,88,49.41,17.47,3.598663056,5.122412115
9/13/05 0:00,256,35.37222222,22.18888889,0,90.4,35.47,21.25,3.871356778,6.843489302
9/14/05 0:00,257,30.33888889,19.17777778,22.098,94.6,62.98,12.27,1.846270611,3.117960706
9/15/05 0:00,258,24.88888889,14.22222222,21.082,95.2,61.49,16.92,2.150257056,3.295393304
9/16/05 0:00,259,27.03888889,10.55,0.254,95.9,30.03,22.91,0.992426333,3.939217808
9/17/05 0:00,260,31.96111111,13.72222222,0,89,52.63,19.74,2.744818778,4.797440792
9/18/05 0:00,261,34.62222222,23.27777778,0,76.97,38.71,20.95,3.692541222,6.674109367
9/19/05 0:00,262,34.15,21.47222222,0,83,42.25,21.44,2.807404222,5.825510415
9/20/05 0:00,263,35.47222222,19.51111111,0,91.3,35.23,21.05,1.497580278,5.003921791
9/21/05 0:00,264,33.76111111,19.28888889,0,83,31.18,21.33,1.716629333,5.136486496
9/22/05 0:00,265,35.5,19.62777778,0,77.45,28.95,20.61,1.980382278,5.570833895
9/23/05 0:00,266,34.47777778,18.11111111,0,88.9,32.4,19.9,1.063952556,4.338199866
9/24/05 0:00,267,32.77222222,17.3,0,93.9,37.81,19.78,1.519932222,4.458001201
9/25/05 0:00,268,34.57777778,16,0,95.5,35.28,20.12,1.059482167,4.264045303
9/26/05 0:00,269,29.95,18.27222222,0,90.7,47.59,19.35,3.558429556,4.956673594
9/27/05 0:00,270,31.88888889,15.3,0,93.2,46.52,18.99,1.430524444,4.027944121
9/28/05 0:00,271,35.67222222,14.1,0,88.7,31.47,18.58,4.917427778,7.542072481
9/29/05 0:00,272,23.16111111,10.9,0,71.9,26.17,19.11,2.181549778,4.106550814
9/30/05 0:00,273,28.48888889,10.66111111,12.954,93.3,41.38,16.83,3.102449889,4.45410361
10/1/05 0:00,274,30.72777778,19.18888889,1.778,93.1,51.59,14.01,5.1901215,4.845087719
10/2/05 0:00,275,30.78888889,21.67222222,0,86.4,47.47,18.15,4.313925278,5.336446678
10/3/05 0:00,276,31.11111111,22.38888889,0,89.5,48.83,15.38,3.670189278,4.696597803
10/4/05 0:00,277,30.88888889,21.71111111,0,85.3,46.93,15.63,3.862416,4.936498997
10/5/05 0:00,278,31.47777778,12.36111111,0.508,91.7,45.14,15.5,4.649204444,5.322302933
10/6/05 0:00,279,14.15,6.95,5.334,91.4,48.36,6.08,4.702849111,2.349337056
10/7/05 0:00,280,18.07222222,6.522222222,1.016,90.5,36.41,14.94,2.087671611,2.792136209
